"Scenario","Test","n","Replications","Power"
"Normal_0_1.5","giviti_calib_internal",2000,10000,0.0482
"Normal_0_1.5","traditional_HL",2000,10000,0.0496
"Normal_0_1.5","pearson",2000,10000,0.0026
"Normal_0_1.5","deviance",2000,10000,1
"Normal_0_1.5","hl_ftest",2000,10000,0.5992
"Normal_0_1.5","osius_rojek",2000,10000,0.0518
"Normal_0_1.5","s_st_pgeq0_5",2000,10000,0.0493
"Normal_0_1.5","s_st_pl0_5",2000,10000,0.0491
"Normal_0_1.5","sst_both",2000,10000,0.0623
"Normal_0_1.5","large_s_hl",2000,10000,0.049
"Normal_0_1.5","spiegelhalter",2000,10000,0
"Normal_0_1.5","Copas_unweighted_S",2000,10000,0.0529
"Normal_0_1.5","pigeonheyse",2000,10000,0.0304
"Normal_0_1.5","xie",2000,10000,0.0242
"Normal_0_1.5","eHL",2000,10000,0.0014
"Normal_0_1.5","U_p",2000,10000,0
"Normal_0_1.5","HL_GAM",2000,10000,0.0495
"Normal_0_1.5","PR_GAM",2000,0,NA
"Normal_0_1.5","XIE_GAM",2000,10000,0.0508
"Normal_0_1.5","Farrington_standalone",2000,10000,0
"Normal_0_1.5","IM_efficient",2000,10000,0.0512
"Normal_0_1.5","McCullagh_Test",2000,10000,0.0601
"Normal_0_1.5","leCessie_Test",2000,10000,0.0739
"Normal_0_1.5","bagoft_parallel",2000,1000,0.047
"Normal_0_1.5","hosmer_equal_width",2000,10000,0.0501
"Normal_0_1.5","bagoft_test_NO_SIM_Split_1",2000,10000,0.0622
"Normal_0_1.5","PR_test",2000,0,NA
"Normal_0_1.5","bagoft_test_Split_20",2000,10000,0
"Normal_0_1.5","stute_zhu_test",2000,10000,0.0481
"Normal_0_1.5","Tsiatis_clustering",2000,10000,0.0501
"Normal_0_1.5","hosmer_bootstrap",2000,10000,0.1166
"Normal_0_1.5","eHL_10",2000,10000,0.0048
"Normal_0_1.5","Final_Farrington_G10",2000,10000,0.0688
"Normal_0_1.5","traditional_HL",25000,10000,0.0475
"Normal_0_1.5","pigeonheyse",25000,10000,0.0308
"Normal_0_1.5","Final_Farrington_G10",25000,10000,0.0651
"Normal_0_1.5","giviti_calib",500,10000,3e-04
"Normal_0_1.5","giviti_calib_internal",500,10000,0.0472
"Normal_0_1.5","traditional_HL",500,10000,0.051
"Normal_0_1.5","pearson",500,10000,0.0064
"Normal_0_1.5","deviance",500,10000,0.808
"Normal_0_1.5","hl_ftest",500,10000,0.1907
"Normal_0_1.5","osius_rojek",500,10000,0.0481
"Normal_0_1.5","s_st_pgeq0_5",500,10000,0.0469
"Normal_0_1.5","s_st_pl0_5",500,10000,0.0472
"Normal_0_1.5","sst_both",500,10000,0.0643
"Normal_0_1.5","large_s_hl",500,10000,0.0507
"Normal_0_1.5","spiegelhalter",500,10000,0
"Normal_0_1.5","Copas_unweighted_S",500,10000,0.0467
"Normal_0_1.5","pigeonheyse",500,10000,0.0326
"Normal_0_1.5","xie",500,10000,0.0292
"Normal_0_1.5","eHL",500,10000,7e-04
"Normal_0_1.5","U_p",500,10000,0
"Normal_0_1.5","HL_GAM",500,10000,0.044
"Normal_0_1.5","PR_GAM",500,0,NA
"Normal_0_1.5","XIE_GAM",500,10000,0.0507
"Normal_0_1.5","Farrington_standalone",500,10000,0
"Normal_0_1.5","IM_efficient",500,10000,0.0526
"Normal_0_1.5","McCullagh_Test",500,10000,0.0604
"Normal_0_1.5","leCessie_Test",500,10000,0.0732
"Normal_0_1.5","bagoft_parallel",500,1000,0.047
"Normal_0_1.5","hosmer_equal_width",500,10000,0.0518
"Normal_0_1.5","bagoft_test_NO_SIM_Split_1",500,10000,0.0759
"Normal_0_1.5","PR_test",500,0,NA
"Normal_0_1.5","bagoft_test_Split_20",500,10000,0
"Normal_0_1.5","stute_zhu_test",500,10000,0.0499
"Normal_0_1.5","Tsiatis_clustering",500,10000,0.0509
"Normal_0_1.5","hosmer_bootstrap",500,10000,0.1074
"Normal_0_1.5","eHL_10",500,10000,0.0034
"Normal_0_1.5","Final_Farrington_G10",500,10000,0.0664
"Normal_0_1.5","giviti_calib",5000,10000,4e-04
"Normal_0_1.5","giviti_calib_internal",5000,10000,0.0501
"Normal_0_1.5","traditional_HL",5000,10000,0.0501
"Normal_0_1.5","large_s_hl",5000,10000,0.0488
"Normal_0_1.5","hosmer_equal_width",5000,10000,0.0508
"Normal_0_1.5","pearson",5000,10000,0.0013
"Normal_0_1.5","deviance",5000,10000,1
"Normal_0_1.5","hl_ftest",5000,10000,0.9393
"Normal_0_1.5","osius_rojek",5000,10000,0.0513
"Normal_0_1.5","s_st_pgeq0_5",5000,10000,0.0514
"Normal_0_1.5","s_st_pl0_5",5000,10000,0.0498
"Normal_0_1.5","sst_both",5000,10000,0.0641
"Normal_0_1.5","spiegelhalter",5000,10000,0
"Normal_0_1.5","Copas_unweighted_S",5000,10000,0.0524
"Normal_0_1.5","pigeonheyse",5000,10000,0.0305
"Normal_0_1.5","xie",5000,10000,0.024
"Normal_0_1.5","eHL",5000,10000,0.0022
"Normal_0_1.5","U_p",5000,10000,0
"Normal_0_1.5","HL_GAM",5000,10000,0.0502
"Normal_0_1.5","PR_GAM",5000,0,NA
"Normal_0_1.5","XIE_GAM",5000,10000,0.049
"Normal_0_1.5","Farrington_standalone",5000,10000,0
"Normal_0_1.5","IM_efficient",5000,10000,0.05
"Normal_0_1.5","McCullagh_Test",5000,1000,0.062
"Normal_0_1.5","leCessie_Test",5000,1000,0.081
"Normal_0_1.5","bagoft_parallel",5000,1000,0.047
"Normal_0_1.5","bagoft_test_NO_SIM_Split_1",5000,10000,0.0545
"Normal_0_1.5","PR_test",5000,0,NA
"Normal_0_1.5","bagoft_test_Split_20",5000,10000,0
"Normal_0_1.5","stute_zhu_test",5000,10000,0.0467
"Normal_0_1.5","Tsiatis_clustering",5000,10000,0.0486
"Normal_0_1.5","hosmer_bootstrap",5000,10000,0.1146
"Normal_0_1.5","eHL_10",5000,10000,0.0037
"Normal_0_1.5","Final_Farrington_G10",5000,10000,0.0634
"Chi2_4","giviti_calib",1000,10000,4e-04
"Chi2_4","giviti_calib_internal",1000,10000,0.0501
"Chi2_4","traditional_HL",1000,10000,0.0472
"Chi2_4","pearson",1000,10000,0.1774
"Chi2_4","deviance",1000,10000,0
"Chi2_4","hl_ftest",1000,10000,0.3742
"Chi2_4","osius_rojek",1000,10000,0.0233
"Chi2_4","s_st_pgeq0_5",1000,10000,0.0435
"Chi2_4","s_st_pl0_5",1000,10000,0.0545
"Chi2_4","sst_both",1000,10000,0.067
"Chi2_4","large_s_hl",1000,10000,0.0471
"Chi2_4","spiegelhalter",1000,10000,0
"Chi2_4","Copas_unweighted_S",1000,10000,0.0499
"Chi2_4","pigeonheyse",1000,10000,0.0308
"Chi2_4","xie",1000,10000,0.0349
"Chi2_4","eHL",1000,10000,0.0026
"Chi2_4","U_p",1000,10000,0
"Chi2_4","HL_GAM",1000,10000,0.0443
"Chi2_4","PR_GAM",1000,0,NA
"Chi2_4","XIE_GAM",1000,10000,0.0551
"Chi2_4","Farrington_standalone",1000,10000,0
"Chi2_4","IM_efficient",1000,9999,0.0517
"Chi2_4","McCullagh_Test",1000,10000,0.0458
"Chi2_4","leCessie_Test",1000,10000,0.04
"Chi2_4","hosmer_equal_width",1000,10000,0.0478
"Chi2_4","bagoft_parallel",1000,1000,0.058
"Chi2_4","bagoft_test_NO_SIM_Split_1",1000,10000,0.0679
"Chi2_4","PR_test",1000,0,NA
"Chi2_4","bagoft_test_Split_20",1000,10000,0
"Chi2_4","stute_zhu_test",1000,10000,0.0454
"Chi2_4","Tsiatis_clustering",1000,10000,0.0546
"Chi2_4","hosmer_bootstrap",1000,10000,0.1084
"Chi2_4","eHL_10",1000,10000,0.003
"Chi2_4","Final_Farrington_G10",1000,10000,0.0628
"Chi2_4","traditional_HL",100000,10000,0.048
"Chi2_4","pigeonheyse",100000,10000,0.0304
"Chi2_4","Final_Farrington_G10",100000,10000,0.0634
"Chi2_4","traditional_HL",1000000,10000,0.0519
"Chi2_4","pigeonheyse",1000000,10000,0.0322
"Chi2_4","Final_Farrington_G10",1000000,10000,0.0696
"Chi2_4","giviti_calib",200,10000,4e-04
"Chi2_4","giviti_calib_internal",200,10000,0.0444
"Chi2_4","traditional_HL",200,10000,0.0517
"Chi2_4","pearson",200,10000,0.1638
"Chi2_4","deviance",200,10000,0
"Chi2_4","hl_ftest",200,10000,0.1095
"Chi2_4","osius_rojek",200,10000,0.0333
"Chi2_4","s_st_pgeq0_5",200,10000,0.0404
"Chi2_4","s_st_pl0_5",200,10000,0.0493
"Chi2_4","sst_both",200,10000,0.0582
"Chi2_4","large_s_hl",200,10000,0.0516
"Chi2_4","spiegelhalter",200,10000,0
"Chi2_4","Copas_unweighted_S",200,10000,0.0544
"Chi2_4","pigeonheyse",200,10000,0.0377
"Chi2_4","xie",200,10000,0.0337
"Chi2_4","eHL",200,10000,4e-04
"Chi2_4","U_p",200,10000,0
"Chi2_4","HL_GAM",200,10000,0.0412
"Chi2_4","PR_GAM",200,0,NA
"Chi2_4","XIE_GAM",200,10000,0.051
"Chi2_4","Farrington_standalone",200,10000,0
"Chi2_4","IM_efficient",200,9992,0.0503
"Chi2_4","McCullagh_Test",200,10000,0.0488
"Chi2_4","leCessie_Test",200,10000,0.0391
"Chi2_4","hosmer_equal_width",200,10000,0.05
"Chi2_4","bagoft_parallel",200,1000,0.059
"Chi2_4","bagoft_test_NO_SIM_Split_1",200,10000,0.122
"Chi2_4","PR_test",200,0,NA
"Chi2_4","bagoft_test_Split_20",200,10000,0
"Chi2_4","stute_zhu_test",200,10000,0.0431
"Chi2_4","Tsiatis_clustering",200,10000,0.0498
"Chi2_4","hosmer_bootstrap",200,10000,0.1947
"Chi2_4","eHL_10",200,10000,0.0017
"Chi2_4","Final_Farrington_G10",200,10000,0.0533
"Chi2_4","giviti_calib",2000,10000,0
"Chi2_4","giviti_calib_internal",2000,10000,0.0482
"Chi2_4","traditional_HL",2000,10000,0.0515
"Chi2_4","pearson",2000,10000,0.1844
"Chi2_4","deviance",2000,10000,0
"Chi2_4","hl_ftest",2000,10000,0.6243
"Chi2_4","osius_rojek",2000,10000,0.0198
"Chi2_4","s_st_pgeq0_5",2000,10000,0.0424
"Chi2_4","s_st_pl0_5",2000,10000,0.0489
"Chi2_4","sst_both",2000,10000,0.06
"Chi2_4","large_s_hl",2000,10000,0.051
"Chi2_4","spiegelhalter",2000,10000,0
"Chi2_4","Copas_unweighted_S",2000,10000,0.0488
"Chi2_4","pigeonheyse",2000,10000,0.0316
"Chi2_4","xie",2000,10000,0.0347
"Chi2_4","eHL",2000,10000,0.0018
"Chi2_4","U_p",2000,10000,0
"Chi2_4","HL_GAM",2000,10000,0.0493
"Chi2_4","PR_GAM",2000,0,NA
"Chi2_4","XIE_GAM",2000,10000,0.0558
"Chi2_4","Farrington_standalone",2000,10000,0
"Chi2_4","IM_efficient",2000,9992,0.0469
"Chi2_4","McCullagh_Test",2000,10000,0.0439
"Chi2_4","leCessie_Test",2000,10000,0.038
"Chi2_4","hosmer_equal_width",2000,10000,0.0509
"Chi2_4","bagoft_parallel",2000,1000,0.049
"Chi2_4","bagoft_test_NO_SIM_Split_1",2000,10000,0.0596
"Chi2_4","PR_test",2000,0,NA
"Chi2_4","bagoft_test_Split_20",2000,10000,0
"Chi2_4","stute_zhu_test",2000,10000,0.0483
"Chi2_4","Tsiatis_clustering",2000,10000,0.0564
"Chi2_4","hosmer_bootstrap",2000,10000,0.1069
"Chi2_4","eHL_10",2000,10000,0.004
"Chi2_4","Final_Farrington_G10",2000,10000,0.0643
"Chi2_4","traditional_HL",25000,10000,0.0508
"Chi2_4","pigeonheyse",25000,10000,0.035
"Chi2_4","Final_Farrington_G10",25000,10000,0.0694
"Chi2_4","giviti_calib",500,10000,3e-04
"Chi2_4","giviti_calib_internal",500,10000,0.0461
"Chi2_4","traditional_HL",500,10000,0.05
"Chi2_4","pearson",500,10000,0.1781
"Chi2_4","deviance",500,10000,0
"Chi2_4","hl_ftest",500,10000,0.2248
"Chi2_4","osius_rojek",500,10000,0.0271
"Chi2_4","s_st_pgeq0_5",500,10000,0.0405
"Chi2_4","s_st_pl0_5",500,10000,0.047
"Chi2_4","sst_both",500,10000,0.0576
"Chi2_4","large_s_hl",500,10000,0.0499
"Chi2_4","spiegelhalter",500,10000,0
"Chi2_4","Copas_unweighted_S",500,10000,0.0488
"Chi2_4","pigeonheyse",500,10000,0.0342
"Chi2_4","xie",500,10000,0.0342
"Chi2_4","eHL",500,10000,0.0012
"Chi2_4","U_p",500,10000,0
"Chi2_4","HL_GAM",500,10000,0.0415
"Chi2_4","PR_GAM",500,0,NA
"Chi2_4","XIE_GAM",500,10000,0.0538
"Chi2_4","Farrington_standalone",500,10000,0
"Chi2_4","IM_efficient",500,9997,0.047
"Chi2_4","McCullagh_Test",500,10000,0.0419
"Chi2_4","leCessie_Test",500,10000,0.04
"Chi2_4","hosmer_equal_width",500,10000,0.0492
"Chi2_4","bagoft_parallel",500,1000,0.048
"Chi2_4","bagoft_test_NO_SIM_Split_1",500,10000,0.0821
"Chi2_4","PR_test",500,0,NA
"Chi2_4","bagoft_test_Split_20",500,10000,0
"Chi2_4","stute_zhu_test",500,10000,0.0466
"Chi2_4","Tsiatis_clustering",500,10000,0.0543
"Chi2_4","hosmer_bootstrap",500,10000,0.1113
"Chi2_4","eHL_10",500,10000,0.0023
"Chi2_4","Final_Farrington_G10",500,10000,0.0631
"Chi2_4","giviti_calib",5000,10000,4e-04
"Chi2_4","giviti_calib_internal",5000,10000,0.0467
"Chi2_4","traditional_HL",5000,10000,0.049
"Chi2_4","large_s_hl",5000,10000,0.047
"Chi2_4","hosmer_equal_width",5000,10000,0.0506
"Chi2_4","pearson",5000,10000,0.1858
"Chi2_4","deviance",5000,10000,0
"Chi2_4","hl_ftest",5000,10000,0.9302
"Chi2_4","osius_rojek",5000,10000,0.0144
"Chi2_4","s_st_pgeq0_5",5000,10000,0.0466
"Chi2_4","s_st_pl0_5",5000,10000,0.0488
"Chi2_4","sst_both",5000,10000,0.0589
"Chi2_4","spiegelhalter",5000,10000,0
"Chi2_4","Copas_unweighted_S",5000,10000,0.0508
"Chi2_4","pigeonheyse",5000,10000,0.0318
"Chi2_4","xie",5000,10000,0.0378
"Chi2_4","eHL",5000,10000,0.0017
"Chi2_4","U_p",5000,10000,0
"Chi2_4","HL_GAM",5000,10000,0.0482
"Chi2_4","PR_GAM",5000,0,NA
"Chi2_4","XIE_GAM",5000,10000,0.0586
"Chi2_4","Farrington_standalone",5000,10000,0
"Chi2_4","IM_efficient",5000,9975,0.049
"Chi2_4","McCullagh_Test",5000,1000,0.04
"Chi2_4","leCessie_Test",5000,1000,0.039
"Chi2_4","bagoft_test_NO_SIM_Split_1",5000,10000,0.058
"Chi2_4","PR_test",5000,0,NA
"Chi2_4","bagoft_parallel",5000,1000,0.044
"Chi2_4","bagoft_test_Split_20",5000,10000,0
"Chi2_4","stute_zhu_test",5000,10000,0.0533
"Chi2_4","Tsiatis_clustering",5000,10000,0.0565
"Chi2_4","hosmer_bootstrap",5000,10000,0.1131
"Chi2_4","eHL_10",5000,10000,0.0032
"Chi2_4","Final_Farrington_G10",5000,10000,0.0644
"Multi_Indep","giviti_calib",1000,10000,2e-04
"Multi_Indep","giviti_calib_internal",1000,10000,0.0481
"Multi_Indep","traditional_HL",1000,10000,0.0494
"Multi_Indep","pearson",1000,10000,0.0026
"Multi_Indep","deviance",1000,10000,0.9202
"Multi_Indep","hl_ftest",1000,10000,0.3367
"Multi_Indep","osius_rojek",1000,10000,0.0541
"Multi_Indep","s_st_pgeq0_5",1000,10000,0.052
"Multi_Indep","s_st_pl0_5",1000,10000,0.05
"Multi_Indep","sst_both",1000,10000,0.0667
"Multi_Indep","large_s_hl",1000,10000,0.0491
"Multi_Indep","spiegelhalter",1000,10000,0
"Multi_Indep","Copas_unweighted_S",1000,10000,0.0454
"Multi_Indep","pigeonheyse",1000,10000,0.0314
"Multi_Indep","xie",1000,10000,0.0088
"Multi_Indep","eHL",1000,10000,0.0012
"Multi_Indep","U_p",1000,10000,0
"Multi_Indep","HL_GAM",1000,10000,0.0626
"Multi_Indep","PR_GAM",1000,0,NA
"Multi_Indep","XIE_GAM",1000,10000,0.0518
"Multi_Indep","Farrington_standalone",1000,10000,0
"Multi_Indep","IM_efficient",1000,10000,0.0525
"Multi_Indep","McCullagh_Test",1000,10000,0.0564
"Multi_Indep","leCessie_Test",1000,10000,0.0665
"Multi_Indep","hosmer_equal_width",1000,10000,0.0507
"Multi_Indep","PR_test",1000,0,NA
"Multi_Indep","bagoft_parallel",1000,1000,0.062
"Multi_Indep","bagoft_test_Split_20",1000,10000,0
"Multi_Indep","bagoft_test_NO_SIM_Split_1",1000,10000,0.0678
"Multi_Indep","stute_zhu_test",1000,10000,0.0533
"Multi_Indep","Tsiatis_clustering",1000,10000,0.0526
"Multi_Indep","hosmer_bootstrap",1000,10000,0.1039
"Multi_Indep","eHL_10",1000,10000,0.0045
"Multi_Indep","Final_Farrington_G10",1000,10000,0.0635
"Multi_Indep","traditional_HL",100000,10000,0.0476
"Multi_Indep","pigeonheyse",100000,10000,0.0298
"Multi_Indep","Final_Farrington_G10",100000,10000,0.0663
"Multi_Indep","traditional_HL",1000000,10000,0.0457
"Multi_Indep","pigeonheyse",1000000,10000,0.0288
"Multi_Indep","Final_Farrington_G10",1000000,10000,0.0636
"Multi_Indep","giviti_calib",200,10000,5e-04
"Multi_Indep","giviti_calib_internal",200,10000,0.0494
"Multi_Indep","traditional_HL",200,10000,0.0479
"Multi_Indep","pearson",200,10000,0.0116
"Multi_Indep","deviance",200,10000,0.2203
"Multi_Indep","hl_ftest",200,10000,0.0952
"Multi_Indep","osius_rojek",200,10000,0.0948
"Multi_Indep","s_st_pgeq0_5",200,10000,0.0438
"Multi_Indep","s_st_pl0_5",200,10000,0.0524
"Multi_Indep","sst_both",200,10000,0.0658
"Multi_Indep","large_s_hl",200,10000,0.0479
"Multi_Indep","spiegelhalter",200,10000,0
"Multi_Indep","Copas_unweighted_S",200,10000,0.0447
"Multi_Indep","pigeonheyse",200,10000,0.0311
"Multi_Indep","xie",200,10000,0.0097
"Multi_Indep","eHL",200,10000,0.001
"Multi_Indep","U_p",200,10000,0
"Multi_Indep","HL_GAM",200,9998,0.2613
"Multi_Indep","PR_GAM",200,0,NA
"Multi_Indep","XIE_GAM",200,9998,0.0497
"Multi_Indep","Farrington_standalone",200,10000,0
"Multi_Indep","IM_efficient",200,10000,0.0527
"Multi_Indep","McCullagh_Test",200,10000,0.0591
"Multi_Indep","leCessie_Test",200,10000,0.0657
"Multi_Indep","hosmer_equal_width",200,10000,0.0552
"Multi_Indep","bagoft_test_NO_SIM_Split_1",200,10000,0.1127
"Multi_Indep","PR_test",200,0,NA
"Multi_Indep","bagoft_parallel",200,1000,0.051
"Multi_Indep","bagoft_test_Split_20",200,10000,2e-04
"Multi_Indep","stute_zhu_test",200,10000,0.0552
"Multi_Indep","Tsiatis_clustering",200,10000,0.0519
"Multi_Indep","hosmer_bootstrap",200,10000,0.2199
"Multi_Indep","eHL_10",200,10000,0.0021
"Multi_Indep","Final_Farrington_G10",200,10000,0.0651
"Multi_Indep","giviti_calib",2000,10000,2e-04
"Multi_Indep","giviti_calib_internal",2000,10000,0.0519
"Multi_Indep","traditional_HL",2000,10000,0.0504
"Multi_Indep","pearson",2000,10000,0.0019
"Multi_Indep","deviance",2000,10000,0.9986
"Multi_Indep","hl_ftest",2000,10000,0.5858
"Multi_Indep","osius_rojek",2000,10000,0.0517
"Multi_Indep","s_st_pgeq0_5",2000,10000,0.0493
"Multi_Indep","s_st_pl0_5",2000,10000,0.0558
"Multi_Indep","sst_both",2000,10000,0.0713
"Multi_Indep","large_s_hl",2000,10000,0.0498
"Multi_Indep","spiegelhalter",2000,10000,0
"Multi_Indep","Copas_unweighted_S",2000,10000,0.0536
"Multi_Indep","pigeonheyse",2000,10000,0.033
"Multi_Indep","xie",2000,10000,0.0084
"Multi_Indep","eHL",2000,10000,0.002
"Multi_Indep","U_p",2000,10000,0
"Multi_Indep","HL_GAM",2000,10000,0.0568
"Multi_Indep","PR_GAM",2000,0,NA
"Multi_Indep","XIE_GAM",2000,10000,0.0527
"Multi_Indep","Farrington_standalone",2000,10000,0
"Multi_Indep","IM_efficient",2000,10000,0.0507
"Multi_Indep","McCullagh_Test",2000,10000,0.0508
"Multi_Indep","leCessie_Test",2000,10000,0.0641
"Multi_Indep","hosmer_equal_width",2000,10000,0.0493
"Multi_Indep","PR_test",2000,0,NA
"Multi_Indep","bagoft_parallel",2000,1000,0.047
"Multi_Indep","bagoft_test_Split_20",2000,10000,0
"Multi_Indep","bagoft_test_NO_SIM_Split_1",2000,10000,0.0613
"Multi_Indep","stute_zhu_test",2000,10000,0.0525
"Multi_Indep","Tsiatis_clustering",2000,10000,0.0475
"Multi_Indep","hosmer_bootstrap",2000,10000,0.1035
"Multi_Indep","eHL_10",2000,10000,0.0036
"Multi_Indep","Final_Farrington_G10",2000,10000,0.0643
"Multi_Indep","traditional_HL",25000,10000,0.0507
"Multi_Indep","pigeonheyse",25000,10000,0.0319
"Multi_Indep","Final_Farrington_G10",25000,10000,0.0664
"Multi_Indep","giviti_calib",500,10000,3e-04
"Multi_Indep","giviti_calib_internal",500,10000,0.0455
"Multi_Indep","traditional_HL",500,10000,0.0439
"Multi_Indep","pearson",500,10000,0.0042
"Multi_Indep","deviance",500,10000,0.6031
"Multi_Indep","hl_ftest",500,10000,0.1823
"Multi_Indep","osius_rojek",500,10000,0.0607
"Multi_Indep","s_st_pgeq0_5",500,10000,0.0481
"Multi_Indep","s_st_pl0_5",500,10000,0.0493
"Multi_Indep","sst_both",500,10000,0.064
"Multi_Indep","large_s_hl",500,10000,0.0436
"Multi_Indep","spiegelhalter",500,10000,0
"Multi_Indep","Copas_unweighted_S",500,10000,0.0465
"Multi_Indep","pigeonheyse",500,10000,0.0279
"Multi_Indep","xie",500,10000,0.0082
"Multi_Indep","eHL",500,10000,0.0015
"Multi_Indep","U_p",500,10000,0
"Multi_Indep","HL_GAM",500,10000,0.098
"Multi_Indep","PR_GAM",500,0,NA
"Multi_Indep","XIE_GAM",500,10000,0.0506
"Multi_Indep","Farrington_standalone",500,10000,0
"Multi_Indep","IM_efficient",500,10000,0.0528
"Multi_Indep","McCullagh_Test",500,10000,0.0571
"Multi_Indep","leCessie_Test",500,10000,0.066
"Multi_Indep","hosmer_equal_width",500,10000,0.0512
"Multi_Indep","bagoft_test_NO_SIM_Split_1",500,10000,0.0786
"Multi_Indep","PR_test",500,0,NA
"Multi_Indep","bagoft_parallel",500,1000,0.054
"Multi_Indep","bagoft_test_Split_20",500,10000,0
"Multi_Indep","stute_zhu_test",500,10000,0.0487
"Multi_Indep","Tsiatis_clustering",500,10000,0.052
"Multi_Indep","hosmer_bootstrap",500,10000,0.1002
"Multi_Indep","eHL_10",500,10000,0.0037
"Multi_Indep","Final_Farrington_G10",500,10000,0.0666
"Multi_Indep","giviti_calib",5000,10000,2e-04
"Multi_Indep","giviti_calib_internal",5000,10000,0.0474
"Multi_Indep","traditional_HL",5000,10000,0.0494
"Multi_Indep","large_s_hl",5000,10000,0.0487
"Multi_Indep","hosmer_equal_width",5000,10000,0.0476
"Multi_Indep","pearson",5000,10000,7e-04
"Multi_Indep","deviance",5000,10000,1
"Multi_Indep","hl_ftest",5000,10000,0.9305
"Multi_Indep","osius_rojek",5000,10000,0.0488
"Multi_Indep","s_st_pgeq0_5",5000,10000,0.0506
"Multi_Indep","s_st_pl0_5",5000,10000,0.0506
"Multi_Indep","sst_both",5000,10000,0.0667
"Multi_Indep","spiegelhalter",5000,10000,0
"Multi_Indep","Copas_unweighted_S",5000,10000,0.0494
"Multi_Indep","pigeonheyse",5000,10000,0.0311
"Multi_Indep","xie",5000,10000,0.0087
"Multi_Indep","eHL",5000,10000,0.0021
"Multi_Indep","U_p",5000,10000,0
"Multi_Indep","HL_GAM",5000,10000,0.0519
"Multi_Indep","PR_GAM",5000,0,NA
"Multi_Indep","XIE_GAM",5000,10000,0.043
"Multi_Indep","Farrington_standalone",5000,10000,0
"Multi_Indep","IM_efficient",5000,10000,0.052
"Multi_Indep","McCullagh_Test",5000,1000,0.045
"Multi_Indep","leCessie_Test",5000,1000,0.069
"Multi_Indep","PR_test",5000,0,NA
"Multi_Indep","bagoft_parallel",5000,1000,0.045
"Multi_Indep","bagoft_test_Split_20",5000,10000,0
"Multi_Indep","bagoft_test_NO_SIM_Split_1",5000,10000,0.0599
"Multi_Indep","stute_zhu_test",5000,10000,0.0505
"Multi_Indep","Tsiatis_clustering",5000,10000,0.0492
"Multi_Indep","hosmer_bootstrap",5000,10000,0.1139
"Multi_Indep","eHL_10",5000,10000,0.0027
"Multi_Indep","Final_Farrington_G10",5000,10000,0.0654
